"Latitude (decimal degrees):	41.811"
"Longitude (decimal degrees):	12.632"
"Elevation (m):	149"
"Radiation database:	PVGIS-SARAH3"


Slope: 35 deg. 
Azimuth: 0 deg. 
"Nominal power of the PV system (c-Si) (kWp):	1.0"
"System losses (%):	14.0"
time,P,G(i),H_sun,T2m,WS10m,Int
20230817:1710,29.14,61.59,9.52,27.9,2.14,0.0
20230817:1810,0.0,0.0,0.0,26.65,1.31,0.0
20230817:1910,0.0,0.0,0.0,25.51,0.97,0.0
20230817:2010,0.0,0.0,0.0,24.73,0.83,0.0
20230817:2110,0.0,0.0,0.0,24.06,0.62,0.0
20230817:2210,0.0,0.0,0.0,23.48,0.48,0.0
20230817:2310,0.0,0.0,0.0,23.49,0.28,0.0
20230818:0010,0.0,0.0,0.0,22.94,0.62,0.0
20230818:0110,0.0,0.0,0.0,21.49,1.03,0.0
20230818:0210,0.0,0.0,0.0,20.97,1.17,0.0
20230818:0310,0.0,0.0,0.0,20.5,1.24,0.0
20230818:0410,0.0,0.0,0.0,20.1,1.24,0.0
20230818:0510,25.59,48.47,8.2,20.06,1.17,0.0
20230818:0610,153.58,224.32,19.31,22.95,0.69,0.0
20230818:0710,338.89,450.55,30.44,25.43,0.28,0.0
20230818:0810,500.27,665.94,41.18,27.55,0.97,0.0
20230818:0910,622.26,843.13,50.87,29.27,1.59,0.0
20230818:1010,699.42,962.98,58.26,30.64,2.0,0.0
20230818:1110,724.52,1006.07,61.35,31.79,2.21,0.0
20230818:1210,700.13,965.68,58.78,32.59,2.55,0.0
20230818:1310,639.56,864.65,51.72,32.65,3.17,0.0
20230818:1410,523.14,692.16,42.19,31.84,3.59,0.0
20230818:1510,362.47,478.21,31.52,30.08,3.72,0.0
20230818:1610,171.75,250.59,20.4,28.73,3.1,0.0
20230818:1710,29.96,61.14,9.27,27.78,2.14,0.0
20230818:1810,0.0,0.0,0.0,26.81,1.1,0.0
20230818:1910,0.0,0.0,0.0,25.67,1.03,0.0
20230818:2010,0.0,0.0,0.0,24.67,0.69,0.0
20230818:2110,0.0,0.0,0.0,24.46,0.21,0.0
20230818:2210,0.0,0.0,0.0,23.7,0.62,0.0
20230818:2310,0.0,0.0,0.0,22.17,1.17,0.0
20230819:0010,0.0,0.0,0.0,21.55,1.31,0.0
20230819:0110,0.0,0.0,0.0,20.96,1.38,0.0
20230819:0210,0.0,0.0,0.0,20.57,1.31,0.0
20230819:0310,0.0,0.0,0.0,20.09,1.31,0.0
20230819:0410,0.0,0.0,0.0,19.61,1.31,0.0
20230819:0510,22.83,45.54,8.03,19.51,1.24,0.0
20230819:0610,157.81,231.39,19.15,22.49,0.62,0.0
20230819:0710,348.7,463.6,30.27,25.83,0.48,0.0
20230819:0810,510.77,681.82,40.99,28.03,1.03,0.0
20230819:0910,630.35,858.39,50.64,29.88,1.59,0.0
20230819:1010,707.97,979.7,57.98,31.41,2.07,0.0
20230819:1110,729.88,1015.6,61.03,32.6,2.41,0.0
20230819:1210,703.09,976.15,58.46,33.38,2.48,0.0
20230819:1310,642.8,878.62,51.42,33.69,2.83,0.0
20230819:1410,525.25,702.15,41.92,33.17,3.24,0.0
20230819:1510,362.42,484.84,31.26,32.53,3.45,0.0
20230819:1610,171.42,253.95,20.15,31.25,3.38,0.0
20230819:1710,26.72,58.05,9.02,29.96,2.76,0.0
20230819:1810,0.0,0.0,0.0,28.66,1.86,0.0
20230819:1910,0.0,0.0,0.0,27.02,1.1,0.0
20230819:2010,0.0,0.0,0.0,26.0,0.55,0.0
20230819:2110,0.0,0.0,0.0,25.13,1.03,0.0
20230819:2210,0.0,0.0,0.0,24.24,1.86,0.0
20230819:2310,0.0,0.0,0.0,23.74,2.07,0.0
20230820:0010,0.0,0.0,0.0,23.09,2.21,0.0
20230820:0110,0.0,0.0,0.0,22.4,2.34,0.0
20230820:0210,0.0,0.0,0.0,21.81,2.34,0.0
20230820:0310,0.0,0.0,0.0,21.3,2.34,0.0
20230820:0410,0.0,0.0,0.0,20.82,2.21,0.0
20230820:0510,21.38,43.94,7.86,20.53,2.07,0.0
20230820:0610,157.73,229.83,18.98,22.23,1.59,0.0
20230820:0710,345.58,455.74,30.1,25.89,1.24,0.0
20230820:0810,504.68,674.65,40.8,28.25,0.97,0.0
20230820:0910,612.18,849.78,50.42,29.91,0.55,0.0
20230820:1010,687.65,976.19,57.7,31.26,0.76,0.0
20230820:1110,710.82,1012.04,60.7,32.22,1.1,0.0
20230820:1210,684.44,959.44,58.13,32.88,1.66,0.0
20230820:1310,614.04,841.91,51.12,32.9,2.07,0.0
20230820:1410,353.79,473.31,41.64,32.44,2.28,0.0
20230820:1510,275.66,371.12,31.0,31.7,2.28,0.0
20230820:1610,167.37,247.89,19.9,30.3,2.0,0.0
20230820:1710,26.22,56.3,8.76,29.32,1.45,0.0
20230820:1810,0.0,0.0,0.0,28.15,1.24,0.0
20230820:1910,0.0,0.0,0.0,27.62,1.17,0.0
20230820:2010,0.0,0.0,0.0,26.59,1.52,0.0
20230820:2110,0.0,0.0,0.0,25.9,1.66,0.0
20230820:2210,0.0,0.0,0.0,25.1,1.79,0.0
20230820:2310,0.0,0.0,0.0,24.2,1.86,0.0
20230821:0010,0.0,0.0,0.0,23.38,2.0,0.0
20230821:0110,0.0,0.0,0.0,22.83,2.07,0.0
20230821:0210,0.0,0.0,0.0,22.39,2.14,0.0
20230821:0310,0.0,0.0,0.0,21.92,2.14,0.0
20230821:0410,0.0,0.0,0.0,21.49,2.07,0.0
20230821:0510,22.86,45.28,7.68,21.31,2.0,0.0
20230821:0610,154.12,224.48,18.82,22.96,1.66,0.0
20230821:0710,344.28,455.23,29.93,26.83,1.45,0.0
20230821:0810,504.0,674.35,40.61,29.81,1.45,0.0
20230821:0910,614.53,848.58,50.19,31.9,1.31,0.0
20230821:1010,677.73,968.85,57.42,33.45,0.9,0.0
20230821:1110,696.92,1004.4,60.37,34.44,1.03,0.0
20230821:1210,683.72,970.11,57.8,35.01,1.66,0.0
20230821:1310,626.1,867.57,50.82,35.33,2.34,0.0
20230821:1410,511.72,692.03,41.36,35.2,3.03,0.0
20230821:1510,351.96,474.82,30.73,33.75,3.1,0.0
20230821:1610,162.97,244.14,19.64,32.82,2.55,0.0
20230821:1710,25.32,54.68,8.49,31.69,1.79,0.0
20230821:1810,0.0,0.0,0.0,30.27,1.72,0.0
20230821:1910,0.0,0.0,0.0,28.64,1.1,0.0
20230821:2010,0.0,0.0,0.0,28.03,0.76,0.0
20230821:2110,0.0,0.0,0.0,27.37,0.62,0.0
20230821:2210,0.0,0.0,0.0,26.42,0.83,0.0
20230821:2310,0.0,0.0,0.0,25.07,1.38,0.0
20230822:0010,0.0,0.0,0.0,24.53,1.66,0.0
20230822:0110,0.0,0.0,0.0,23.67,1.72,0.0
20230822:0210,0.0,0.0,0.0,22.96,1.72,0.0
20230822:0310,0.0,0.0,0.0,22.4,1.72,0.0
20230822:0410,0.0,0.0,0.0,21.98,1.72,0.0
20230822:0510,22.6,44.68,7.51,21.86,1.72,0.0
20230822:0610,151.55,221.98,18.65,24.08,1.31,0.0
20230822:0710,335.0,448.12,29.75,28.05,0.83,0.0
20230822:0810,487.42,668.09,40.42,30.72,0.21,0.0
20230822:0910,597.37,842.01,49.96,32.45,0.41,0.0
20230822:1010,675.17,961.22,57.13,33.76,1.1,0.0
20230822:1110,706.85,1002.0,60.04,34.67,1.86,0.0
20230822:1210,689.34,961.05,57.47,34.94,2.62,0.0
20230822:1310,630.23,858.76,50.51,34.28,3.17,0.0
20230822:1410,513.86,684.36,41.08,33.21,3.59,0.0
20230822:1510,353.94,471.91,30.46,31.87,3.52,0.0
20230822:1610,160.89,238.62,19.37,30.76,2.55,0.0
20230822:1710,26.4,51.12,8.23,29.66,1.66,0.0
20230822:1810,0.0,0.0,0.0,28.54,1.38,0.0
20230822:1910,0.0,0.0,0.0,27.5,1.03,0.0
20230822:2010,0.0,0.0,0.0,26.98,1.17,0.0
20230822:2110,0.0,0.0,0.0,26.16,1.17,0.0
20230822:2210,0.0,0.0,0.0,25.61,1.17,0.0
20230822:2310,0.0,0.0,0.0,24.82,1.31,0.0
20230823:0010,0.0,0.0,0.0,24.14,1.38,0.0
20230823:0110,0.0,0.0,0.0,23.5,1.52,0.0
20230823:0210,0.0,0.0,0.0,23.05,1.52,0.0
20230823:0310,0.0,0.0,0.0,22.62,1.52,0.0
20230823:0410,0.0,0.0,0.0,22.28,1.59,0.0
20230823:0510,21.2,43.03,7.34,22.12,1.52,0.0
20230823:0610,152.0,223.47,18.48,24.36,1.03,0.0
20230823:0710,335.87,449.86,29.58,27.89,0.62,0.0
20230823:0810,490.93,671.69,40.22,30.06,0.14,0.0
20230823:0910,599.6,846.08,49.72,31.62,0.21,0.0
20230823:1010,673.46,960.03,56.84,32.84,0.83,0.0
20230823:1110,706.73,1000.82,59.7,33.75,1.66,0.0
20230823:1210,690.46,959.68,57.13,34.18,2.55,0.0
20230823:1310,629.43,856.29,50.2,33.87,3.1,0.0
20230823:1410,514.37,685.57,40.79,32.93,3.31,0.0
20230823:1510,350.98,469.04,30.19,31.73,3.03,0.0
20230823:1610,160.04,237.95,19.1,30.53,2.41,0.0
20230823:1710,23.73,50.86,7.96,29.84,1.52,0.0
20230823:1810,0.0,0.0,0.0,28.93,0.83,0.0
20230823:1910,0.0,0.0,0.0,28.22,0.34,0.0
20230823:2010,0.0,0.0,0.0,27.79,0.34,0.0
20230823:2110,0.0,0.0,0.0,26.7,0.69,0.0
20230823:2210,0.0,0.0,0.0,25.21,1.17,0.0
20230823:2310,0.0,0.0,0.0,24.39,1.38,0.0
20230824:0010,0.0,0.0,0.0,23.88,1.38,0.0
20230824:0110,0.0,0.0,0.0,23.39,1.45,0.0
20230824:0210,0.0,0.0,0.0,22.99,1.45,0.0
20230824:0310,0.0,0.0,0.0,22.39,1.45,0.0
20230824:0410,0.0,0.0,0.0,21.81,1.45,0.0
20230824:0510,20.94,42.33,7.17,21.58,1.38,0.0
20230824:0610,151.46,222.54,18.31,23.99,0.76,0.0
20230824:0710,335.5,450.41,29.4,28.23,0.55,0.0
20230824:0810,492.75,672.65,40.02,30.63,0.41,0.0
20230824:0910,609.02,847.23,49.48,32.38,1.03,0.0
20230824:1010,686.64,961.28,56.55,33.65,1.93,0.0
20230824:1110,712.98,995.34,59.36,34.32,2.62,0.0
20230824:1210,697.25,959.71,56.79,34.47,3.38,0.0
20230824:1310,629.75,856.14,49.88,34.2,3.31,0.0
20230824:1410,511.1,680.19,40.5,33.46,3.79,0.0
20230824:1510,350.38,467.2,29.91,31.97,3.66,0.0
20230824:1610,159.28,237.47,18.83,30.82,2.69,0.0
20230824:1710,22.42,48.72,7.68,29.7,1.93,0.0
20230824:1810,0.0,0.0,0.0,28.48,0.97,0.0
20230824:1910,0.0,0.0,0.0,27.44,0.69,0.0
20230824:2010,0.0,0.0,0.0,26.47,0.62,0.0
20230824:2110,0.0,0.0,0.0,26.18,0.62,0.0
20230824:2210,0.0,0.0,0.0,25.73,0.62,0.0
20230824:2310,0.0,0.0,0.0,25.73,0.62,0.0
20230825:0010,0.0,0.0,0.0,25.6,0.55,0.0
20230825:0110,0.0,0.0,0.0,25.28,0.62,0.0
20230825:0210,0.0,0.0,0.0,24.32,0.76,0.0
20230825:0310,0.0,0.0,0.0,23.54,0.9,0.0
20230825:0410,0.0,0.0,0.0,22.93,1.03,0.0
20230825:0510,19.99,41.55,6.99,22.57,1.1,0.0
20230825:0610,151.85,223.35,18.14,24.04,0.69,0.0
20230825:0710,338.91,453.39,29.23,27.53,0.55,0.0
20230825:0810,502.22,673.64,39.82,29.79,1.24,0.0
20230825:0910,618.01,843.04,49.24,31.62,1.93,0.0
20230825:1010,691.73,955.89,56.25,32.96,2.48,0.0
20230825:1110,720.95,995.46,59.02,33.72,3.17,0.0
20230825:1210,699.16,952.95,56.44,33.76,3.86,0.0
20230825:1310,633.22,850.63,49.56,33.3,4.0,0.0
20230825:1410,511.89,679.8,40.2,32.82,3.66,0.0
20230825:1510,348.69,465.42,29.63,32.06,3.59,0.0
20230825:1610,157.79,236.07,18.56,31.0,2.83,0.0
20230825:1710,21.18,46.49,7.4,29.66,2.28,0.0
20230825:1810,0.0,0.0,0.0,28.19,1.38,0.0
20230825:1910,0.0,0.0,0.0,27.23,1.1,0.0
20230825:2010,0.0,0.0,0.0,26.14,0.9,0.0
20230825:2110,0.0,0.0,0.0,25.32,0.62,0.0
20230825:2210,0.0,0.0,0.0,25.09,0.41,0.0
20230825:2310,0.0,0.0,0.0,24.81,0.34,0.0
20230826:0010,0.0,0.0,0.0,24.41,0.55,0.0
20230826:0110,0.0,0.0,0.0,23.31,0.83,0.0
20230826:0210,0.0,0.0,0.0,22.34,1.03,0.0
20230826:0310,0.0,0.0,0.0,21.69,1.17,0.0
20230826:0410,0.0,0.0,0.0,21.29,1.1,0.0
20230826:0510,19.46,40.83,6.82,20.89,1.24,0.0
20230826:0610,153.7,224.48,17.97,23.09,0.55,0.0
20230826:0710,339.92,455.88,29.05,27.03,0.14,0.0
20230826:0810,499.75,676.27,39.62,29.48,0.62,0.0
20230826:0910,622.62,850.91,49.0,31.1,1.72,0.0
20230826:1010,705.27,970.69,55.95,31.99,2.55,0.0
20230826:1110,731.99,1010.33,58.68,32.52,2.9,0.0
20230826:1210,701.58,960.79,56.09,32.84,3.17,0.0
20230826:1310,637.72,862.74,49.23,32.89,3.24,0.0
20230826:1410,513.36,684.97,39.9,32.69,3.1,0.0
20230826:1510,351.72,471.42,29.35,32.12,2.97,0.0
20230826:1610,158.89,238.43,18.28,31.08,2.62,0.0
20230826:1710,19.72,44.46,7.12,29.57,2.0,0.0
20230826:1810,0.0,0.0,0.0,28.01,1.17,0.0
20230826:1910,0.0,0.0,0.0,26.65,0.55,0.0
20230826:2010,0.0,0.0,0.0,25.61,0.62,0.0
20230826:2110,0.0,0.0,0.0,24.74,0.62,0.0
20230826:2210,0.0,0.0,0.0,24.0,0.55,0.0
20230826:2310,0.0,0.0,0.0,24.04,0.14,0.0
20230827:0010,0.0,0.0,0.0,23.49,0.69,0.0
20230827:0110,0.0,0.0,0.0,21.46,1.24,0.0
20230827:0210,0.0,0.0,0.0,21.07,1.66,0.0
20230827:0310,0.0,0.0,0.0,20.61,1.72,0.0
20230827:0410,0.0,0.0,0.0,20.12,1.66,0.0
20230827:0510,19.06,40.12,6.64,19.79,1.52,0.0
20230827:0610,158.55,230.63,17.8,22.01,1.24,0.0
20230827:0710,346.26,454.37,28.87,25.62,1.52,0.0
20230827:0810,522.21,684.05,39.42,28.03,2.55,0.0
20230827:0910,627.54,838.65,48.76,30.07,2.9,0.0
20230827:1010,696.83,943.12,55.65,31.52,3.45,0.0
20230827:1110,732.51,995.37,58.33,32.31,3.93,0.0
20230827:1210,705.07,952.65,55.74,32.8,4.28,0.0
20230827:1310,639.57,854.77,48.9,32.9,4.41,0.0
20230827:1410,512.77,677.19,39.6,32.69,4.34,0.0
20230827:1510,314.38,419.37,29.06,32.22,4.21,0.0
20230827:1610,151.13,225.51,17.99,31.39,4.0,0.0
20230827:1710,16.48,41.2,6.84,30.25,3.38,0.0
20230827:1810,0.0,0.0,0.0,28.83,3.45,0.0
20230827:1910,0.0,0.0,0.0,28.06,2.9,0.0
20230827:2010,0.0,0.0,0.0,27.53,3.17,0.0
20230827:2110,0.0,0.0,0.0,27.01,2.9,0.0
20230827:2210,0.0,0.0,0.0,26.41,3.1,0.0
20230827:2310,0.0,0.0,0.0,26.19,3.38,0.0
20230828:0010,0.0,0.0,0.0,26.14,3.24,0.0
20230828:0110,0.0,0.0,0.0,25.74,2.9,0.0
20230828:0210,0.0,0.0,0.0,25.26,2.69,0.0
20230828:0310,0.0,0.0,0.0,24.3,2.69,0.0
20230828:0410,0.0,0.0,0.0,24.02,2.97,0.0
20230828:0510,10.34,25.12,6.47,23.57,3.24,0.0
20230828:0610,36.63,61.19,17.62,22.75,4.14,0.0
20230828:0710,124.71,171.06,28.69,24.58,4.34,0.0
20230828:0810,43.57,70.46,39.21,24.32,7.45,0.0
20230828:0910,561.25,698.43,48.51,22.91,6.97,0.0
20230828:1010,405.1,507.45,55.35,22.74,6.21,0.0
20230828:1110,95.84,134.43,57.98,22.38,5.24,0.0
20230828:1210,434.17,543.3,55.39,22.38,5.72,0.0
20230828:1310,468.69,585.95,48.57,22.24,5.17,0.0
20230828:1410,53.23,81.59,39.29,20.61,5.03,0.0
20230828:1510,197.43,255.21,28.76,21.35,5.31,0.0
20230828:1610,154.52,218.4,17.71,20.38,5.72,0.0
20230828:1710,14.98,31.67,6.55,18.97,4.0,0.0
20230828:1810,0.0,0.0,0.0,18.41,4.14,0.0
20230828:1910,0.0,0.0,0.0,18.75,4.76,0.0
20230828:2010,0.0,0.0,0.0,18.43,4.83,0.0
20230828:2110,0.0,0.0,0.0,17.43,5.24,0.0
20230828:2210,0.0,0.0,0.0,17.54,5.17,0.0
20230828:2310,0.0,0.0,0.0,18.25,4.62,0.0
20230829:0010,0.0,0.0,0.0,17.54,4.9,0.0
20230829:0110,0.0,0.0,0.0,17.64,3.79,0.0
20230829:0210,0.0,0.0,0.0,17.71,3.66,0.0
20230829:0310,0.0,0.0,0.0,17.28,3.03,0.0
20230829:0410,0.0,0.0,0.0,17.0,2.55,0.0
20230829:0510,18.1,37.66,6.29,16.24,1.38,0.0
20230829:0610,88.98,125.88,17.45,16.89,0.9,0.0
20230829:0710,94.85,130.72,28.5,16.87,1.93,0.0
20230829:0810,224.31,284.53,39.01,16.66,1.31,0.0
20230829:0910,284.67,360.42,48.26,17.89,1.03,0.0
20230829:1010,422.24,534.41,55.04,19.56,1.72,0.0
20230829:1110,470.85,591.95,57.63,19.58,2.76,0.0
20230829:1210,91.47,127.94,55.03,19.67,3.31,0.0
20230829:1310,379.53,470.83,48.24,18.96,4.07,0.0
20230829:1410,498.45,623.85,38.98,19.3,2.55,0.0
20230829:1510,61.28,90.86,28.47,18.46,3.17,0.0
20230829:1610,21.19,39.87,17.42,17.87,1.38,0.0
20230829:1710,17.15,37.78,6.26,18.03,0.69,0.0
20230829:1810,0.0,0.0,0.0,17.2,1.03,0.0
20230829:1910,0.0,0.0,0.0,17.49,0.48,0.0
20230829:2010,0.0,0.0,0.0,17.55,1.03,0.0
20230829:2110,0.0,0.0,0.0,17.19,1.1,0.0
20230829:2210,0.0,0.0,0.0,17.0,1.03,0.0
20230829:2310,0.0,0.0,0.0,16.81,0.76,0.0
20230830:0010,0.0,0.0,0.0,16.74,0.62,0.0
20230830:0110,0.0,0.0,0.0,16.4,0.76,0.0
20230830:0210,0.0,0.0,0.0,16.04,0.9,0.0
20230830:0310,0.0,0.0,0.0,15.84,0.76,0.0
20230830:0410,0.0,0.0,0.0,15.74,0.62,0.0
20230830:0510,17.14,37.15,6.12,16.2,0.69,0.0
20230830:0610,151.66,214.07,17.28,17.0,0.83,0.0
20230830:0710,288.18,365.27,28.32,18.3,1.52,0.0
20230830:0810,457.73,575.03,38.8,19.23,1.93,0.0
20230830:0910,623.99,799.16,48.01,20.32,2.14,0.0
20230830:1010,308.28,392.92,54.73,21.41,2.41,0.0
20230830:1110,651.16,830.4,57.27,19.62,2.76,0.0
20230830:1210,613.91,785.03,54.67,20.28,2.41,0.0
20230830:1310,434.76,549.06,47.9,20.86,2.48,0.0
20230830:1410,430.12,539.94,38.66,20.39,2.62,0.0
20230830:1510,289.17,369.0,28.17,20.86,2.48,0.0
20230830:1610,149.59,213.57,17.12,20.23,2.34,0.0
20230830:1710,16.76,36.38,5.96,19.82,1.66,0.0
20230830:1810,0.0,0.0,0.0,19.04,0.55,0.0
20230830:1910,0.0,0.0,0.0,18.85,0.69,0.0
20230830:2010,0.0,0.0,0.0,18.5,0.9,0.0
20230830:2110,0.0,0.0,0.0,17.93,1.03,0.0
20230830:2210,0.0,0.0,0.0,17.3,1.17,0.0
20230830:2310,0.0,0.0,0.0,17.19,1.1,0.0
20230831:0010,0.0,0.0,0.0,16.96,1.17,0.0
20230831:0110,0.0,0.0,0.0,16.78,1.38,0.0
20230831:0210,0.0,0.0,0.0,16.84,1.45,0.0
20230831:0310,0.0,0.0,0.0,16.63,1.38,0.0
20230831:0410,0.0,0.0,0.0,16.55,1.45,0.0
20230831:0510,16.36,35.2,5.94,16.58,1.45,0.0
20230831:0610,151.67,213.97,17.1,17.42,1.24,0.0
20230831:0710,338.3,430.61,28.13,19.0,1.17,0.0
20230831:0810,502.26,643.78,38.59,20.29,0.97,0.0
20230831:0910,539.28,697.84,47.76,21.33,1.17,0.0
20230831:1010,623.49,816.91,54.42,22.32,1.59,0.0
20230831:1110,671.47,884.56,56.91,22.7,1.86,0.0
20230831:1210,571.07,740.93,54.3,22.89,2.0,0.0
20230831:1310,554.49,714.95,47.55,22.9,2.14,0.0
20230831:1410,431.27,549.8,38.34,22.95,2.28,0.0
20230831:1510,352.11,453.17,27.87,22.82,2.28,0.0
20230831:1610,153.27,222.87,16.83,22.29,2.14,0.0
20230831:1710,12.72,30.6,5.66,21.6,1.72,0.0
20230831:1810,0.0,0.0,0.0,20.67,1.31,0.0
20230831:1910,0.0,0.0,0.0,19.84,0.97,0.0
20230831:2010,0.0,0.0,0.0,19.25,1.03,0.0
20230831:2110,0.0,0.0,0.0,18.56,1.24,0.0
20230831:2210,0.0,0.0,0.0,17.92,1.31,0.0
20230831:2310,0.0,0.0,0.0,17.42,1.38,0.0
20230901:0010,0.0,0.0,0.0,17.01,1.45,0.0
20230901:0110,0.0,0.0,0.0,16.65,1.52,0.0
20230901:0210,0.0,0.0,0.0,16.29,1.52,0.0
20230901:0310,0.0,0.0,0.0,16.03,1.52,0.0
20230901:0410,0.0,0.0,0.0,15.61,1.52,0.0
20230901:0510,14.73,34.24,5.76,15.6,1.45,0.0
20230901:0610,163.06,232.07,16.93,17.3,1.17,0.0
20230901:0710,366.41,470.23,27.95,20.0,0.9,0.0
20230901:0810,535.52,697.99,38.38,21.5,0.55,0.0
20230901:0910,648.44,867.94,47.5,22.64,0.62,0.0
20230901:1010,716.53,969.08,54.11,23.56,1.1,0.0
20230901:1110,710.07,954.43,56.55,24.31,1.59,0.0
20230901:1210,632.14,836.19,53.93,24.74,1.86,0.0
20230901:1310,358.09,463.44,47.21,24.97,1.93,0.0
20230901:1410,440.04,567.16,38.02,24.9,2.14,0.0
20230901:1510,323.03,419.13,27.56,24.39,2.28,0.0
20230901:1610,155.67,229.49,16.53,23.5,2.28,0.0
20230901:1710,11.94,29.1,5.36,22.53,1.66,0.0
20230901:1810,0.0,0.0,0.0,21.45,0.97,0.0
20230901:1910,0.0,0.0,0.0,21.35,0.14,0.0
20230901:2010,0.0,0.0,0.0,20.67,0.55,0.0
20230901:2110,0.0,0.0,0.0,19.66,0.9,0.0
20230901:2210,0.0,0.0,0.0,18.84,1.03,0.0
20230901:2310,0.0,0.0,0.0,18.52,0.97,0.0
20230902:0010,0.0,0.0,0.0,18.28,0.9,0.0
20230902:0110,0.0,0.0,0.0,17.53,1.03,0.0
20230902:0210,0.0,0.0,0.0,16.92,1.1,0.0
20230902:0310,0.0,0.0,0.0,16.78,1.03,0.0
20230902:0410,0.0,0.0,0.0,16.83,0.97,0.0
20230902:0510,11.9,29.94,5.58,16.94,0.9,0.0
20230902:0610,159.36,228.44,16.75,18.34,0.48,0.0
20230902:0710,355.97,462.92,27.76,21.19,0.21,0.0
20230902:0810,526.02,689.3,38.16,22.54,0.48,0.0
20230902:0910,618.7,827.49,47.24,23.76,0.69,0.0
20230902:1010,586.22,782.89,53.79,24.87,0.97,0.0
20230902:1110,724.51,987.01,56.19,25.75,1.45,0.0
20230902:1210,696.13,934.0,53.56,26.13,2.0,0.0
20230902:1310,643.49,846.61,46.86,25.8,2.41,0.0
20230902:1410,524.69,678.59,37.69,25.22,2.34,0.0
20230902:1510,348.57,453.43,27.25,24.6,2.07,0.0
20230902:1610,146.68,217.51,16.22,23.91,1.52,0.0
20230902:1710,10.44,26.58,5.06,23.23,0.97,0.0
20230902:1810,0.0,0.0,0.0,22.4,0.9,0.0
20230902:1910,0.0,0.0,0.0,21.39,0.9,0.0
20230902:2010,0.0,0.0,0.0,20.78,0.97,0.0
20230902:2110,0.0,0.0,0.0,20.34,1.03,0.0
20230902:2210,0.0,0.0,0.0,19.89,1.31,0.0
20230902:2310,0.0,0.0,0.0,19.48,1.45,0.0
20230903:0010,0.0,0.0,0.0,19.06,1.45,0.0
20230903:0110,0.0,0.0,0.0,18.6,1.38,0.0
20230903:0210,0.0,0.0,0.0,18.13,1.31,0.0
20230903:0310,0.0,0.0,0.0,17.88,1.1,0.0
20230903:0410,0.0,0.0,0.0,18.1,0.9,0.0
20230903:0510,11.75,27.59,5.4,17.47,1.1,0.0
20230903:0610,158.53,227.76,16.57,19.32,0.83,0.0
20230903:0710,356.67,463.97,27.57,22.88,0.9,0.0
20230903:0810,519.57,686.79,37.94,25.05,0.69,0.0
20230903:0910,611.37,835.9,46.98,26.69,0.41,0.0
20230903:1010,702.07,971.87,53.47,27.78,1.03,0.0
20230903:1110,731.49,1001.97,55.82,28.28,1.93,0.0
20230903:1210,705.54,948.78,53.19,28.35,2.69,0.0
20230903:1310,633.39,835.21,46.51,28.08,3.1,0.0
20230903:1410,521.2,674.43,37.37,27.19,3.31,0.0
20230903:1510,344.82,449.19,26.94,26.43,3.31,0.0
20230903:1610,141.29,210.17,15.92,25.38,2.69,0.0
20230903:1710,10.23,25.46,4.76,24.35,1.79,0.0
20230903:1810,0.0,0.0,0.0,23.21,0.97,0.0
20230903:1910,0.0,0.0,0.0,22.89,0.21,0.0
20230903:2010,0.0,0.0,0.0,22.42,0.14,0.0
20230903:2110,0.0,0.0,0.0,21.07,0.76,0.0
20230903:2210,0.0,0.0,0.0,20.09,1.1,0.0
20230903:2310,0.0,0.0,0.0,19.48,1.24,0.0
20230904:0010,0.0,0.0,0.0,19.34,1.52,0.0
20230904:0110,0.0,0.0,0.0,19.17,1.79,0.0
20230904:0210,0.0,0.0,0.0,19.16,1.93,0.0
20230904:0310,0.0,0.0,0.0,19.11,2.21,0.0
20230904:0410,0.0,0.0,0.0,18.87,2.34,0.0
20230904:0510,11.93,29.16,5.23,18.59,2.41,0.0
20230904:0610,113.08,159.59,16.39,19.37,2.34,0.0
20230904:0710,328.71,421.04,27.38,22.02,2.21,0.0
20230904:0810,540.16,694.68,37.73,24.47,2.62,0.0
20230904:0910,654.71,857.55,46.72,25.71,2.83,0.0
20230904:1010,718.96,955.74,53.15,26.46,2.9,0.0
20230904:1110,710.92,945.49,55.45,27.17,3.17,0.0
20230904:1210,597.01,783.75,52.82,27.64,3.31,0.0
20230904:1310,643.3,843.75,46.15,27.76,3.52,0.0
20230904:1410,498.37,644.13,37.04,27.56,3.59,0.0
20230904:1510,343.82,448.76,26.62,26.99,3.52,0.0
20230904:1610,143.37,215.24,15.61,26.15,2.97,0.0
20230904:1710,8.73,23.31,4.45,24.67,2.69,0.0
20230904:1810,0.0,0.0,0.0,22.82,2.55,0.0
20230904:1910,0.0,0.0,0.0,21.71,2.55,0.0
20230904:2010,0.0,0.0,0.0,20.61,2.48,0.0
20230904:2110,0.0,0.0,0.0,19.63,2.41,0.0
20230904:2210,0.0,0.0,0.0,18.74,2.28,0.0
20230904:2310,0.0,0.0,0.0,18.1,2.34,0.0
20230905:0010,0.0,0.0,0.0,17.59,2.48,0.0
20230905:0110,0.0,0.0,0.0,17.27,2.69,0.0
20230905:0210,0.0,0.0,0.0,16.95,2.76,0.0
20230905:0310,0.0,0.0,0.0,16.63,2.83,0.0
20230905:0410,0.0,0.0,0.0,16.34,2.9,0.0
20230905:0510,10.13,27.59,5.05,16.09,2.83,0.0
20230905:0610,164.57,231.71,16.21,16.89,2.69,0.0
