Apparent.Time;Time span;Bathroom Light (20W) [VA];Bathroom Mirror Light 100W (Conventional) [VA];Kitchen Light (60W) [VA];Living Room Light (Energy Saving Lamp, 20W) [VA];Bedroom Light (200W) [VA];Toaster / Bosch TAT8SL1 [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front left [VA];Electric Kettle / Phillips Essential HD 4685/90 Schwarz [VA];Westinghouse Fanaway [VA];Clatronic MS 3249 Milk Foamer [VA];Nespresso Coffee Machine, Single Cup [VA];PC / Acer Aspire M3640 [VA];PC Monitor / Fujitsu Siemens Scaleoview H19-1 [VA];Epson Stylus Color 860 [VA];TASKalfa 180 [VA];Canon CanoScan LIDE 110 [VA];External Harddrive Iomega 3.5" [VA];Extractor Hood / Miele DA 429-4 [VA];Kitchen radio / AEG KRC 4323 CD [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind- semi aktiv [VA];Microwave / Panasonic NN 5259 [VA];Oven / AEG B 33512-5-M [VA];Miele DA 61 [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [VA];Bauknecht GTM 2511 [VA];Dehumidifier / Trotec TTK 50 S [VA];Dishwasher Whirlpool 45cm from Ikea [VA];Miele T 495 C [VA];Electronic hometrainer / Kettler Track Perfomance [VA];Coffee Machine / Braun Impression KF 600 [VA];Electric Kettle / Petra WK288 1.5L [VA];Washing Machine AEG Lavamat 54610 [VA];Tectro TP 020 [VA];Sony PlayStation 3 [VA];TV Samsung LED UE40 B7090 [VA];Osram Light Bulb Classic A 60W [VA];CD/DVD Player / Phillips CD 380 [VA];SAT Receiver / Kathrein UFS913 [VA];Siemens VS 91143 S Super 911 [VA];Siemens Kl 20 LA 65 (A+) [VA];Router O2 Box 6431 [VA];Electric Razor / Phillips PT860/16 Razor PowerTouch Plus [VA];Electric Toothbrush Dondodent Professional Clean [VA];Smartphone Samung S4 [VA];Yamaha RX-V667 [VA];
3758;2.14:38:00;0;0;0;0;0;0;0;0;0;0;0;5,693899257408326;1,6769397264062054;0,2548132581265827;2,697804963627731;0;0;0;1,430029121310946;0;12,467054687191943;0;0;0;0;0;0;0;0;0;0;0;0;4,8439467523576125;2,5;0;0,955224101091284;1,4338912087387576;0;0;11,7397524590164;0,22814058824580527;4,11033491803279;0,8046790554569206;12,706971744485072;
3759;2.14:39:00;0;0;0;0;0;0;0;0;0;0;0;5,69404717265312;1,6769843382793466;0,2548382162506134;2,697935310902399;0;0;0;1,430031004830566;0;12,467299812338396;0;0;0;0;0;0;0;0;0;0;0;0;4,844035006550331;2,5;0;0,9552262969492241;1,433914514653273;0;0;11,7397524590164;0,22815626788303298;4,11033491803279;0,8049447543938585;12,707102630351335;
3760;2.14:40:00;0;0;0;0;0;0;0;0;0;0;0;5,694291465815258;1,6770284087770257;0,2548579180488346;2,698201782115536;0;0;0;1,4300824303275976;0;12,467424075519094;0;0;0;0;0;0;0;0;0;0;0;0;4,844260547591743;2,5;0;0,9552494879043035;1,4339166181096532;0;0;11,7397524590164;0,2281656880225646;4,11033491803279;0,8050157053260042;12,707130247991476;
3761;2.14:41:00;0;0;0;0;0;0;0;0;0;0;0;5,69466866953357;1,6771071191223261;0,2548610441588134;2,6982056630451976;0;0;0;1,4301035963593982;0;12,467743518150627;0;0;0;0;0;0;0;0;0;0;0;0;4,844340693733409;2,5;0;0,9552578628421081;1,4339447780235366;0;0;11,7397524590164;0,22816925503128638;4,11033491803279;0,8050443012574824;12,707218752532146;
3762;2.14:42:00;0;0;0;0;0;0;0;0;0;0;0;5,695151822741586;1,6771408974187105;0,25487043531509;2,6983981405047404;0;0;0;1,4301786609581617;0;12,468301772301478;0;0;0;0;0;0;0;0;0;0;0;0;4,844431232588205;2,5;0;0,9552750486744621;1,433945496094287;0;0;11,7397524590164;0,22817486224843508;4,11033491803279;0,8051172275432491;12,707551689381395;
3763;2.14:43:00;0;0;0;0;0;0;0;0;0;0;0;5,695316726708167;1,6772174400275994;0,25489743258159714;2,6984575219180473;0;0;0;1,4301891701669642;0;12,468508605524192;0;0;0;0;0;0;0;0;0;0;0;0;4,845140374587573;2,5;0;0,9552869596649598;1,4339690801044835;0;0;11,7397524590164;0,22817598642420528;4,11033491803279;0,8052576723611019;12,708531015305232;
3764;2.14:44:00;0;0;0;0;0;0;0;0;0;0;0;5,695460779297514;1,6773119989597245;0,25490971312429567;2,698461278559447;0;0;0;1,430290276077531;0;12,468877769535174;0;0;0;0;0;0;0;0;0;0;0;0;4,845567238771737;2,5;0;0,9553858438523792;1,433970930763954;0;0;11,7397524590164;0,2281836482623231;4,11033491803279;0,8057075453519378;12,710166282486032;
3765;2.14:45:00;0;0;0;0;0;0;0;0;0;0;0;5,69595635577979;1,67732528853861;0,2549100002092136;2,698589602429915;0;0;0;1,4303497498875288;0;12,469510919105435;0;0;0;0;0;0;0;0;0;0;0;0;4,84561361048127;2,5;0;0,9554024519529103;1,4340345438460091;0;0;11,7397524590164;0,22818600721244725;4,11292852459016;0,8058670046036983;12,71044231546509;
3766;2.14:46:00;0;0;0;0;0;0;0;0;0;0;0;5,695976378470052;1,677409479069501;0,2549188132221144;2,698646682066642;0;0;0;1,430355130908277;0;12,469721622156873;0;0;0;0;0;0;0;0;0;0;0;0;4,8457530528890524;2,5;0;0,955429755301356;1,4340516368438363;0;0;11,7397524590164;0,22822358400553774;4,11292852459016;0,8059443994656611;12,710687939115308;
3767;2.14:47:00;0;0;0;0;0;0;0;0;0;0;0;5,6960687692900525;1,677437351710281;0,2549205712347395;2,698703156139911;0;0;0;1,4303611262859202;0;12,469885227545008;0;0;0;0;0;0;0;0;0;0;0;0;4,845762083660885;2,5;0;0,9555371669336662;1,4340586535408812;0;0;11,7397524590164;0,2282261757924812;4,11292852459016;0,8063914050070174;12,710753016962938;
3768;2.14:48:00;0;0;0;0;0;0;0;0;0;0;0;5,696364399066857;1,6776410970102622;0,25492543882172686;2,6987513478741088;0;0;0;1,4303657571515982;0;12,470443924256967;0;0;0;0;0;0;0;0;0;0;0;0;4,846101598432719;2,5;0;0,9555414396176314;1,4340769059713594;0;0;11,7397524590164;0,22824480054268373;4,11292852459016;0,8066550385441423;12,711295329757592;
3769;2.14:49:00;0;0;0;0;0;0;0;0;0;0;0;5,696370042944577;1,6777293707652903;0,2549429023225299;2,6989361764243114;0;0;0;1,4304366201667345;0;12,471057805274025;0;0;0;0;0;0;0;0;0;0;0;0;4,846177440578389;2,5;0;0,955574672126823;1,4340820706494863;0;0;11,7397524590164;0,2282451679846382;4,11292852459016;0,8067793806079588;12,711575505440027;
3770;2.14:50:00;0;0;0;0;0;0;0;0;0;0;0;5,696573135944873;1,6778709266277048;0,25494473531187384;2,698982469196716;0;0;0;1,4304735641922013;0;12,471822191158944;0;0;0;0;0;0;0;0;0;0;0;0;4,8463914619037265;2,5;0;0,955576830386717;1,4341172426730946;0;0;11,7397524590164;0,22825208316513465;4,11292852459016;0,8070176830657182;12,712057331471295;
3771;2.14:51:00;0;0;0;0;0;0;0;0;0;0;0;5,697695031107198;1,6778937404086987;0,25494548503926945;2,6990218486028192;0;0;0;1,4305116518087835;0;12,472274906713576;0;0;0;0;0;0;0;0;0;0;0;0;4,847222416922918;2,5;0;0,9555794403658099;1,434144113304762;0;0;11,7397524590164;0,22828255287101545;4,11292852459016;0,8070265322233028;12,712499627433486;
3772;2.14:52:00;0;0;0;0;0;0;0;0;0;0;0;5,697745752881258;1,6779061470817525;0,25495262135372554;2,6991045591370892;0;0;0;1,4306217477207668;0;12,472372730955609;0;0;0;0;0;0;0;0;0;0;0;0;4,847409882006457;2,5;0;0,9555889162525304;1,4342409224307282;0;0;11,7397524590164;0,22828447037407962;4,11292852459016;0,8076708802001691;12,712993940279816;
3773;2.14:53:00;0;0;0;0;0;0;0;0;0;0;0;5,698483740288766;1,67809706247863;0,2549585785586126;2,6991826720090235;0;0;0;1,4306337651077843;0;12,473255322751138;0;0;0;0;0;0;0;0;0;0;0;0;4,847572951667585;2,5;0;0,9555899732274498;1,4342470955469053;0;0;11,7397524590164;0,22829728821017348;4,11292852459016;0,8077339467981337;12,71343961697791;
3774;2.14:54:00;0;0;0;0;0;0;0;0;0;0;0;5,698633521055286;1,6780990912560285;0,2549588254934523;2,6991830606846765;0;0;0;1,430680357479736;0;12,474054174129373;0;0;0;0;0;0;0;0;0;0;0;0;4,847882485716629;2,5;0;0,9556027021742765;1,434303979461005;0;0;11,7397524590164;0,22830682355624443;4,11292852459016;0,8078709476081739;12,714756548258588;
3775;2.14:55:00;0;0;0;0;0;0;0;0;0;0;0;5,698917552062734;1,678154970981257;0,2549765930098587;2,699299275404227;0;0;0;1,4307302054081181;0;12,474448528885276;0;0;0;0;0;0;0;0;0;0;0;0;4,847992324670677;2,5;0;0,955691898780165;1,434336047009042;0;0;11,7397524590164;0,22830698694996174;4,11292852459016;0,8083528975600179;12,714942994288434;
3776;2.14:56:00;0;0;0;0;0;0;0;0;0;0;0;5,699649718581295;1,6781839403053276;0,25499740320148984;2,699493455642507;0;0;0;1,430730678672531;0;12,475048482433383;0;0;0;0;0;0;0;0;0;0;0;0;4,848050901473591;2,5;0;0,9557321466599237;1,4343579585218005;0;0;11,7397524590164;0,22831410281679654;4,11292852459016;0,8084089955566978;12,715280052787483;
3777;2.14:57:00;0;0;0;0;0;0;0;0;0;0;0;5,700009992087985;1,6781869413864208;0,25502487203532825;2,699544444008982;0;0;0;1,4307465500512766;0;12,475103015268703;0;0;0;0;0;0;0;0;0;0;0;0;4,848104404952591;2,5;0;0,9558041775159964;1,4343847657795832;0;0;11,7397524590164;0,22833454765260286;4,11292852459016;0,8084182569014009;12,715643566071941;
3778;2.14:58:00;0;0;0;0;0;0;0;0;0;0;0;5,700306176900617;1,6782005371342223;0,2550289427235917;2,699658095793509;0;0;0;1,430759287468588;0;12,475353938763357;0;0;0;0;0;0;0;0;0;0;0;0;4,848195718388013;2,5;0;0,9558275737824394;1,4344874756702013;0;0;11,7397524590164;0,22833471201598118;4,11292852459016;0,8086434049082056;12,716377082803515;
3779;2.14:59:00;0;0;0;0;0;0;0;0;0;0;0;5,700396201787264;1,6782493568132937;0,2550314943156222;2,699706709053757;0;0;0;1,4308111353922262;0;12,475436938429704;0;0;0;0;0;0;0;0;0;0;0;0;4,848200481325328;2,5;0;0,9558806287268443;1,4346171294512977;0;0;11,7397524590164;0,2283372649655945;4,11292852459016;0,8086693168371116;12,716708909774072;
3780;2.15:00:00;0;0;0;0;0;0;0;0;0;0;0;5,7004620228651355;1,6782641535889327;0,2550346199270382;2,6997769000025085;0;0;0;1,4308163542201775;0;12,475835052446014;0;0;0;0;0;0;0;0;0;0;0;0;4,848664786566212;2,5;0;0,9559234049367249;1,4346882704299182;0;0;11,7397524590164;0,22833741153249074;4,11292852459016;0,8089138142704096;12,71673298066492;
3781;2.15:01:00;0;0;0;0;0;0;0;0;0;0;0;5,700481912725871;1,6783108700006872;0,2550347883712834;2,7001913317749375;0;0;0;1,4309061449761544;0;12,476379006331301;0;0;0;0;0;0;0;0;0;0;0;0;4,848781179844647;2,5;0;0,9560332547009103;1,434721739126343;0;0;11,7397524590164;0,22835178044351495;4,11292852459016;0,8091770695161778;12,7167485488763;
3782;2.15:02:00;0;0;0;0;0;0;0;0;0;0;0;5,7005790007894355;1,6784745802177472;0,2550377249805811;2,7003180322539793;0;0;0;1,43095553291922;0;12,476468919557586;0;0;0;0;0;0;0;0;0;0;0;0;4,848809935525249;2,5;0;0,9561120296315277;1,4347398471435517;0;0;11,7397524590164;0,22835549322598864;4,11292852459016;0,8092538539767634;12,717510689226245;
3783;2.15:03:00;0;0;0;0;0;0;0;0;0;0;0;5,701060982000168;1,6784993260846162;0,2550439806546335;2,700469760077017;0;0;0;1,430976176497149;0;12,477479079783636;0;0;0;0;0;0;0;0;0;0;0;0;4,849111623311678;2,5;0;0,956138786975133;1,4347850293470592;0;0;11,7397524590164;0,2283576839951142;4,11292852459016;0,80946996368226;12,71844948751953;
3784;2.15:04:00;0;0;0;0;0;0;0;0;0;0;0;5,702084928165736;1,6785865833925158;0,25505122474319925;2,7005285999141697;0;0;0;1,430978879330664;0;12,47761814568691;0;0;0;0;0;0;0;0;0;0;0;0;4,849222163152528;2,5;0;0,9561887246431215;1,4349390595009204;0;0;11,7397524590164;0,2283619636416502;4,11292852459016;0,8095162239566597;12,719522262781478;
3785;2.15:05:00;0;0;0;0;0;0;0;0;0;0;0;5,702200761047512;1,6785962120453466;0,2550610851788202;2,7005495563024344;0;0;0;1,4310357148915664;0;12,478124329093076;0;0;0;0;0;0;0;0;0;0;0;0;4,849665361989572;2,5;0;0,9562158819177873;1,4350174459814828;0;0;11,7397524590164;0,2283622749961159;4,11292852459016;0,8095894555447588;12,72037060500997;
3786;2.15:06:00;0;0;0;0;0;0;0;0;0;0;0;5,702201328513158;1,6786801425835323;0,2550669111809991;2,7005912643245966;0;0;0;1,431036224752999;0;12,478405050653507;0;0;0;0;0;0;0;0;0;0;0;0;4,849972127440465;2,5;0;0,9563681509698158;1,4352852724267133;0;0;11,7397524590164;0,22836546935169566;4,11292852459016;0,8097385262672722;12,720422745079286;
3787;2.15:07:00;0;0;0;0;0;0;0;0;0;0;0;5,702702253369165;1,6787313109454134;0,25507775396084487;2,700610645736386;0;0;0;1,4310462386735259;0;12,478719834722462;0;0;0;0;0;0;0;0;0;0;0;0;4,849972483106758;2,5;0;0,9564437308432397;1,4353510022198257;0;0;11,7397524590164;0,2283757083794926;4,11292852459016;0,8098168750303054;12,720842742113543;
3788;2.15:08:00;0;0;0;0;0;0;0;0;0;0;0;5,703145851927553;1,6787372911397016;0,2550838543230893;2,7006533046284487;0;0;0;1,4310872524506482;0;12,479303762885749;0;0;0;0;0;0;0;0;0;0;0;0;4,850065233191797;2,5;0;0,956514431775341;1,4353531041414325;0;0;11,7397524590164;0,22838539156416549;4,11292852459016;0,8099244577472722;12,72115941383062;
3789;2.15:09:00;0;0;0;0;0;0;0;0;0;0;0;5,70351530182313;1,6789679751042332;0,2550955450197249;2,700664359054549;0;0;0;1,4311528319402351;0;12,479404686083832;0;0;0;0;0;0;0;0;0;0;0;0;4,8502997482712855;2,5;0;0,956515996536319;1,4353600628173093;0;0;11,7397524590164;0,22839193184527876;4,11292852459016;0,8101133983182462;12,721247929964788;
3790;2.15:10:00;0;0;0;0;0;0;0;0;0;0;0;5,703933707151484;1,6790170645285745;0,2551029136012928;2,7007001943928106;0;0;0;1,4311851408057013;0;12,47970362568646;0;0;0;0;0;0;0;0;0;0;0;0;4,8504884187250745;2,5;0;0,956526337782063;1,4354454284661562;0;0;11,7397524590164;0,22839441802990496;4,11292852459016;0,8105456117246352;12,721368796069832;
3791;2.15:11:00;0;0;0;0;0;0;0;0;0;0;0;5,704121424656731;1,679107907697327;0,25512962471618655;2,7007044712108064;0;0;0;1,431262603866608;0;12,479788833226317;0;0;0;0;0;0;0;0;0;0;0;0;4,850597533393302;2,5;0;0,9565500963916492;1,4355285352245784;0;0;11,7397524590164;0,22840316610598194;4,11292852459016;0,810790806834797;12,721709507268038;
3792;2.15:12:00;0;0;0;0;0;0;0;0;0;0;0;5,704145586757939;1,6793535951082792;0,2551377568363616;2,7007384031846238;0;0;0;1,431327730365541;0;12,480164939745075;0;0;0;0;0;0;0;0;0;0;0;0;4,851176739571449;2,5;0;0,9566046603244203;1,4355353185068214;0;0;11,7397524590164;0,22841293077052735;4,11292852459016;0,8110362090639104;12,721757111373371;
3793;2.15:13:00;0;0;0;0;0;0;0;0;0;0;0;5,704168258847384;1,6793596461199316;0,25514460770776237;2,7007414492007658;0;0;0;1,4313816736086091;0;12,480529736714539;0;0;0;0;0;0;0;0;0;0;0;0;4,8512478066968185;2,5;0;0,9566095086270385;1,4356118094327615;0;0;11,7397524590164;0,22843975718102974;4,11292852459016;0,8111200616473253;12,721887472295936;
3794;2.15:14:00;0;0;0;0;0;0;0;0;0;0;0;5,704541460494328;1,6794402321916753;0,25514486488305416;2,700883919230306;0;0;0;1,4313825865025298;0;12,480584748930621;0;0;0;0;0;0;0;0;0;0;0;0;4,8515012534757895;2,5;0;0,956632450428243;1,4356547941032864;0;0;11,7397524590164;0,22844867540644437;4,11292852459016;0,8111910431687832;12,721909655826153;
3795;2.15:15:00;0;0;0;0;0;0;0;0;0;0;0;5,704562850931489;1,6795700306617183;0,2551969204840203;2,7009852667611542;0;0;0;1,4314368873115264;0;12,480594142174583;0;0;0;0;0;0;0;0;0;0;0;0;4,851766712222132;2,5;0;0,9566395044265394;1,4356937550705247;0;0;11,7397524590164;0,22845595573713376;4,11292852459016;0,8115470008455804;12,722439178280542;
3796;2.15:16:00;0;0;0;0;0;0;0;0;0;0;0;5,705105867022115;1,6795913872954171;0,25520523440065357;2,701017561702173;0;0;0;1,4314685785184704;0;12,480778077569731;0;0;0;0;0;0;0;0;0;0;0;0;4,8521871865328805;2,5;0;0,9567174239996041;1,4357124378224617;0;0;11,7397524590164;0,22847746631288116;4,11292852459016;0,8121005311762253;12,722512303872293;
3797;2.15:17:00;0;0;0;0;0;0;0;0;0;0;0;5,7055122844838175;1,6796374288773412;0,25520562599860486;2,7016862022867194;0;0;0;1,431471607117229;0;12,481433294280448;0;0;0;0;0;0;0;0;0;0;0;0;4,852631041444596;2,5;0;0,9568191279589342;1,4357411630403196;0;0;11,7397524590164;0,22848207408395965;4,11292852459016;0,8121920552614571;12,723121051112928;
3798;2.15:18:00;0;0;0;0;0;0;0;0;0;0;0;5,705761761032704;1,6796599271596362;0,2552105021931484;2,7016933667140273;0;0;0;1,4314978931441213;0;12,48147519857074;0;0;0;0;0;0;0;0;0;0;0;0;4,852727877428077;2,5;0;0,9568605458875108;1,4357625953441413;0;0;11,7397524590164;0,2284982138344114;4,11292852459016;0,8124558478770065;12,72336162975225;
3799;2.15:19:00;0;0;0;0;0;0;0;0;0;0;0;5,705803880456406;1,679814505296889;0,25523860834778295;2,701759507361739;0;0;0;1,43151992261715;0;12,481758593527985;0;0;0;0;0;0;0;0;0;0;0;0;4,852891592586034;2,5;0;0,9569003562804733;1,4357822931920434;0;0;11,7397524590164;0,22849913048121634;4,11292852459016;0,8126698339239995;12,724066461530148;
3800;2.15:20:00;0;0;0;0;0;0;0;0;0;0;0;5,706694662777116;1,6798208644059227;0,25523925319678137;2,702067902895768;0;0;0;1,4316344788934119;0;12,48214371008347;0;0;0;0;0;0;0;0;0;0;0;0;4,853398754542869;2,5;0;0,9569126875855863;1,4357829982481174;0;0;11,7397524590164;0,2285030504948048;4,11292852459016;0,8128740206336094;12,724180872303355;
3801;2.15:21:00;0;0;0;0;0;0;0;0;0;0;0;5,706880295498038;1,679893776560383;0,255253986608218;2,702084774014891;0;0;0;1,4316478863155728;0;12,482798937411639;0;0;0;0;0;0;0;0;0;0;0;0;4,853560188569668;2,5;0;0,9569804335940959;1,4358246354747846;0;0;11,7405770491803;0,2285134054240549;4,11292852459016;0,812944095451179;12,724524125518023;
3802;2.15:22:00;0;0;0;0;0;0;0;0;0;0;0;5,706918424036744;1,6799439648644303;0,2552573116665802;2,702160565378779;0;0;0;1,43175419000202;0;12,482948584228271;0;0;0;0;0;0;0;0;0;0;0;0;4,853587494238906;2,5;0;0,9570108465482522;1,4358489689228697;0;0;11,7405770491803;0,22852210136087775;4,11292852459016;0,8130571083081657;12,724669579831392;
3803;2.15:23:00;0;0;0;0;0;0;0;0;0;0;0;5,707056077439215;1,680060743120328;0,25525810847866487;2,702209988975313;0;0;0;1,4317620729335712;0;12,483306570848592;0;0;0;0;0;0;0;0;0;0;0;0;4,853733792214466;2,5;0;0,9570147939372696;1,435931557827419;0;0;11,7405770491803;0,22852252414110155;4,11292852459016;0,8134687217177237;12,725088213945922;
3804;2.15:24:00;0;0;0;0;0;0;0;0;0;0;0;5,707193595666223;1,6801353716056722;0,2552624187475781;2,7022356182416756;0;0;0;1,4317910964258385;0;12,483934125647274;0;0;0;0;0;0;0;0;0;0;0;0;4,854010947077412;2,5;0;0,9570948559359007;1,4360781656492712;0;0;11,7405770491803;0,22854133026118842;4,11292852459016;0,8135619893175475;12,725238179219367;
3805;2.15:25:00;0;0;0;0;0;0;0;0;0;0;0;5,707545851230937;1,680253301113529;0,2552655845717273;2,702319267479548;0;0;0;1,4318514294655134;0;12,484310804654296;0;0;0;0;0;0;0;0;0;0;0;0;4,854272699382402;2,5;0;0,9571160720761254;1,43610597928025;0;0;11,7405770491803;0,22854486778636005;4,11292852459016;0,8135649699585488;12,725493956538207;
3806;2.15:26:00;0;0;0;0;0;0;0;0;0;0;0;5,707712470761419;1,6802808556329485;0,25526696375304064;2,7024265121370066;0;0;0;1,4318709025362666;0;12,485036781831587;0;0;0;0;0;0;0;0;0;0;0;0;4,854416727975252;2,5;0;0,957172905469913;1,436117508711147;0;0;11,7405770491803;0,22854487990426556;4,11292852459016;0,8138289538163241;12,72649844490952;
3807;2.15:27:00;0;0;0;0;0;0;0;0;0;0;0;5,707916941618764;1,6803145659282919;0,25528510273847344;2,7024361787971096;0;0;0;1,431884360736768;0;12,485132132029287;0;0;0;0;0;0;0;0;0;0;0;0;4,854582256909466;2,5;0;0,9571812292680703;1,4362619898809978;0;0;11,7405770491803;0,22856043888467253;4,11292852459016;0,8139082442387804;12,727236119680132;
3808;2.15:28:00;0;0;0;0;0;0;0;0;0;0;0;5,708220322751892;1,6807432934840134;0,2552891225401581;2,702442379593306;0;0;0;1,4319615291069772;0;12,485145586341861;0;0;0;0;0;0;0;0;0;0;0;0;4,8546354967491805;2,5;0;0,9572042312203315;1,436288131226041;0;0;11,7405770491803;0,22858628181718607;4,11292852459016;0,814067537377943;12,727318105033463;
3809;2.15:29:00;0;0;0;0;0;0;0;0;0;0;0;5,708319066770625;1,6808227158284375;0,25531243327778685;2,7025504959439606;0;0;0;1,4319878232439822;0;12,486405626123078;0;0;0;0;0;0;0;0;0;0;0;0;4,854663612950723;2,5;0;0,9572418691261388;1,4363780802007915;0;0;11,7405770491803;0,2286028190269965;4,11292852459016;0,8140941252200407;12,727396683190417;
3810;2.15:30:00;0;0;0;0;0;0;0;0;0;0;0;5,708407082268157;1,6809400085553166;0,2553205505199407;2,7025741782441672;0;0;0;1,4319891055238207;0;12,487064311593912;0;0;0;0;0;0;0;0;0;0;0;0;4,855109613168457;2,5;0;0,9572941713492088;1,4364572687263384;0;0;11,7405770491803;0,22860835124022902;4,11292852459016;0,8142543722246157;12,727675672700531;
3811;2.15:31:00;0;0;0;0;0;0;0;0;0;0;0;5,708455968690742;1,6809770249638776;0,255325766730141;2,7026018254359907;0;0;0;1,431997288995739;0;12,487843996333668;0;0;0;0;0;0;0;0;0;0;0;0;4,85523343574603;2,5;0;0,9573001529825407;1,4364709272497145;0;0;11,7405770491803;0,22862433077929564;4,11292852459016;0,8143423592231496;12,727942115834542;
3812;2.15:32:00;0;0;0;0;0;0;0;0;0;0;0;5,70899386519116;1,6809819289373462;0,2553260364846794;2,702648656688653;0;0;0;1,4320320183203723;0;12,48834685877182;0;0;0;0;0;0;0;0;0;0;0;0;4,85604638623849;2,5;0;0,9573252979489079;1,4365112268101599;0;0;11,7405770491803;0,2286399744638774;4,11292852459016;0,8147234316070936;12,728074177584263;
3813;2.15:33:00;0;0;0;0;0;0;0;0;0;0;0;5,7091939324966825;1,6810769821681089;0,2553500140924794;2,702755080818689;0;0;0;1,432042988934109;0;12,488849343480352;0;0;0;0;0;0;0;0;0;0;0;0;4,85605290903741;2,5;0;0,957372750906109;1,4365278198614264;0;0;11,7405770491803;0,22865606635074465;4,11292852459016;0,8150855257925901;12,728465861175097;
3814;2.15:34:00;0;0;0;0;0;0;0;0;0;0;0;5,709421499693298;1,6811408734696611;0,25535001551221786;2,7029486396265257;0;0;0;1,4320528714081917;0;12,489001069743152;0;0;0;0;0;0;0;0;0;0;0;0;4,856251192831346;2,5;0;0,9574015816776361;1,436617251910905;0;0;11,7405770491803;0,22865920485324343;4,11292852459016;0,8152963860875269;12,728950188924475;
3815;2.15:35:00;0;0;0;0;0;0;0;0;0;0;0;5,709562189414235;1,6811647094693267;0,2553534186849967;2,702983080220552;0;0;0;1,4321125996758874;0;12,490020082134091;0;0;0;0;0;0;0;0;0;0;0;0;4,856261938186288;2,5;0;0,957443809131299;1,4366458983968753;0;0;11,7405770491803;0,22867687407131135;4,11292852459016;0,8153316387678803;12,72923729968187;
3816;2.15:36:00;0;0;0;0;0;0;0;0;0;0;0;5,709727667652029;1,6812033569661538;0,25535472903080136;2,7031782983471873;0;0;0;1,4321373596695373;0;12,491240266805951;0;0;0;0;0;0;0;0;0;0;0;0;4,8562708748722905;2,5;0;0,9574577919187227;1,4366654514800812;0;0;11,7405770491803;0,22869190722676608;4,11292852459016;0,8154161543617141;12,729761814244014;
3817;2.15:37:00;0;0;0;0;0;0;0;0;0;0;0;5,710757787584148;1,6813574035722993;0,2553712191549303;2,7033085685674623;0;0;0;1,4321599033178614;0;12,492039422185531;0;0;0;0;0;0;0;0;0;0;0;0;4,856735228876603;2,5;0;0,9575754313050295;1,4367862415168706;0;0;11,7405770491803;0,2286944018038989;4,11292852459016;0,8154831017813259;12,729822531302338;
3818;2.15:38:00;0;0;0;0;0;0;0;0;0;0;0;5,710833259906516;1,6815280169318676;0,2553730510942563;2,703458265945075;0;0;0;1,4321823744038267;0;12,492119542862772;0;0;0;0;0;0;0;0;0;0;0;0;4,856765916173056;2,5;0;0,9575899645151112;1,4367999218092684;0;0;11,7405770491803;0,22869807088233648;4,11292852459016;0,8157820340551696;12,730207727568647;
3819;2.15:39:00;0;0;0;0;0;0;0;0;0;0;0;5,710882390943302;1,681661275363991;0,2553765295437185;2,7034638295512203;0;0;0;1,432186967489479;0;12,492747891375915;0;0;0;0;0;0;0;0;0;0;0;0;4,856945347496117;2,5;0;0,9576081249723359;1,4368036022175183;0;0;11,7405770491803;0,22869923622075197;4,11292852459016;0,8157930065158946;12,73041327840294;
3820;2.15:40:00;0;0;0;0;0;0;0;0;0;0;0;5,71110213438264;1,6819799742128088;0,2553874759554698;2,703535866689515;0;0;0;1,4322171419986833;0;12,4929142191045;0;0;0;0;0;0;0;0;0;0;0;0;4,857109146008762;2,5;0;0,9576212326342388;1,436826548402245;0;0;11,7405770491803;0,22870095858077982;4,11292852459016;0,8161715066075106;12,730898177588259;
3821;2.15:41:00;0;0;0;0;0;0;0;0;0;0;0;5,711109450098149;1,682025385361329;0,2554080042982603;2,7036067021638988;0;0;0;1,4322296903866016;0;12,493412565232536;0;0;0;0;0;0;0;0;0;0;0;0;4,857154147750064;2,5;0;0,9576717509813891;1,436848954958318;0;0;11,7405770491803;0,22870696992436376;4,11292852459016;0,8162240215025837;12,731066556346496;
3822;2.15:42:00;0;0;0;0;0;0;0;0;0;0;0;5,711149822435111;1,6820515477779445;0,2554081988462538;2,703739586033367;0;0;0;1,4322747137263918;0;12,493962193363531;0;0;0;0;0;0;0;0;0;0;0;0;4,857210747933517;2,5;0;0,9577179022084441;1,4368777093767773;0;0;11,7405770491803;0,22871256190775474;4,11292852459016;0,8165698885476509;12,731257811179859;
3823;2.15:43:00;0;0;0;0;0;0;0;0;0;0;0;5,711306421899552;1,682095626439541;0,25541329000721535;2,7038281378198104;0;0;0;1,4323028986675408;0;12,494094211142254;0;0;0;0;0;0;0;0;0;0;0;0;4,8572989687113575;2,5;0;0,9577191649986668;1,4369969026268334;0;0;11,7405770491803;0,22872949223601866;4,11292852459016;0,8169240370575303;12,73179226552701;
